data2/p2p-Gnutella09.txt
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
709,2292,18480,63109,11383,6740,3040,1639,540,891,69

data2/p2p-Gnutella09.txt
c,6
Elapsed time: ,94.47736883163452
total added edges,120029
n iterations,8
0,1,2,3,4,5,6,7
860,5652,56841,43874,8891,1883,1846,182

data2/p2p-Gnutella09.txt
c,5
Elapsed time: ,169.64732217788696
total added edges,141986
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
1121,11012,103956,14932,5632,2852,1000,905,99,471,6

data2/p2p-Gnutella09.txt
c,4
Elapsed time: ,412.9145460128784
total added edges,180854
n iterations,17
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1814,17172,100635,11904,12485,7539,7052,4060,4889,2768,4319,2578,1282,1146,607,572,32

data2/p2p-Gnutella09.txt
c,3
Elapsed time: ,57921.53099799156
total added edges,7583550
n iterations,18
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4303,34543,109285,32854,42323,61425,98764,164254,302465,577546,1003206,1652676,1852074,1151682,406303,73625,16158,64

data2/p2p-Gnutella09.txt
c,2
Elapsed time: ,74701.98760914803
total added edges,10278433
n iterations,12
0,1,2,3,4,5,6,7,8,9,10,11
12859,104340,111312,214746,619448,1744395,3225555,3154495,968958,94910,27358,57

data2/p2p-Gnutella09.txt
c,1
Elapsed time: ,146968.34170985222
total added edges,16802446
n iterations,9
0,1,2,3,4,5,6,7,8
39269,244016,1218718,5878116,7126915,2156984,107938,30385,105

