data2/p2p-Gnutella04.txt
823,507,577,1355,6128,22583,40083,22724,19427,13372,8544,6893,5883,10798,6624,7600,3664,2293,3166,625,581,594,584,546,645,1

data2/p2p-Gnutella04.txt
c,4
Elapsed time: ,364820.83487582207
total added edges,16643508
n iterations,34
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1308,1176,3114,21581,79287,35821,30440,34951,39851,38407,42742,43958,67603,90200,118258,184281,279409,431608,733280,1352621,2165816,3085811,3174506,2373904,1249270,588467,211891,79993,61793,68,11041,5,11046,1

data2/p2p-Gnutella04.txt
c,3
Elapsed time: ,211052.71680402756
total added edges,20945595
n iterations,16
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2095,3191,23811,114409,77291,132474,227496,544286,1222345,2920876,5543960,6279559,2985768,729652,131792,6590

