data2/p2p-Gnutella08.txt
data2/p2p-Gnutella08.txt
c,17
Elapsed time: ,5.498385906219482
total added edges,100
n iterations,8
0,1,2,3,4,5,6,7
65,18,6,3,2,2,2,2

data2/p2p-Gnutella08.txt
c,16
Elapsed time: ,27.72856307029724
total added edges,666
n iterations,42
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
91,29,16,15,16,19,25,21,13,12,13,13,16,19,28,38,26,19,18,18,16,23,22,21,8,16,2,2,3,4,10,15,2,8,17,2,1,1,2,3,10,13

data2/p2p-Gnutella08.txt
c,15
Elapsed time: ,11.655565023422241
total added edges,805
n iterations,17
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
116,46,37,34,39,40,55,54,59,64,73,51,39,30,35,15,18

data2/p2p-Gnutella08.txt
c,14
Elapsed time: ,10.0382080078125
total added edges,1023
n iterations,14
0,1,2,3,4,5,6,7,8,9,10,11,12,13
142,73,73,83,97,136,131,99,50,55,17,35,28,4

data2/p2p-Gnutella08.txt
c,13
Elapsed time: ,11.77677297592163
total added edges,1267
n iterations,16
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
186,119,136,173,230,107,98,100,27,1,3,20,21,2,13,31

data2/p2p-Gnutella08.txt
c,12
Elapsed time: ,10.589388132095337
total added edges,1372
n iterations,14
0,1,2,3,4,5,6,7,8,9,10,11,12,13
238,174,232,284,176,93,57,22,3,13,32,4,26,18

data2/p2p-Gnutella08.txt
c,11
Elapsed time: ,9.398717880249023
total added edges,1570
n iterations,12
0,1,2,3,4,5,6,7,8,9,10,11
300,260,373,244,125,97,20,33,32,40,40,6

data2/p2p-Gnutella08.txt
c,10
Elapsed time: ,16.302746057510376
total added edges,5761
n iterations,17
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
377,372,416,316,675,658,645,510,399,235,234,243,309,161,41,100,70

data2/p2p-Gnutella08.txt
c,9
Elapsed time: ,118.75953483581543
total added edges,67689
n iterations,22
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
458,507,1582,6610,13538,9126,7730,5498,5560,2443,2078,2272,1444,1672,1881,1398,1797,952,749,44,308,42

data2/p2p-Gnutella08.txt
c,8
Elapsed time: ,70.08474707603455
total added edges,89928
n iterations,10
0,1,2,3,4,5,6,7,8,9
564,878,5891,32170,27600,14358,5783,1414,1174,96

data2/p2p-Gnutella08.txt
c,7
Elapsed time: ,105.43625903129578
total added edges,103563
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
691,2116,15667,65989,10580,4757,1837,888,565,311,162

data2/p2p-Gnutella08.txt
c,6
Elapsed time: ,106.58337616920471
total added edges,111129
n iterations,9
0,1,2,3,4,5,6,7,8
871,5798,52926,41122,6376,2433,1096,499,8

data2/p2p-Gnutella08.txt
c,5
Elapsed time: ,164.9000689983368
total added edges,134161
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
1101,11449,94282,12195,6629,2619,2803,650,964,533,936

data2/p2p-Gnutella08.txt
c,4
Elapsed time: ,44946.07315611839
total added edges,3633304
n iterations,58
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
1695,17065,87868,18076,13568,7720,10586,6713,10741,6867,7966,9995,6317,9198,7356,7811,8796,6313,7387,6515,5662,2045,4738,1461,6557,3518,4838,6134,10495,10565,14191,12196,22454,17848,35474,26207,52194,41323,77741,89213,139822,175684,266237,288680,461959,398854,388338,288109,213722,118722,65907,47194,29044,23774,15879,5317,4,2651

data2/p2p-Gnutella08.txt
c,3
Elapsed time: ,41793.33221292496
total added edges,4908791
n iterations,19
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3845,32871,101008,43043,51622,74036,127405,234236,447346,722898,998468,1045993,643860,266355,56245,37864,6290,12318,3088

data2/p2p-Gnutella08.txt
c,2
Elapsed time: ,55384.58271598816
total added edges,6994396
n iterations,13
0,1,2,3,4,5,6,7,8,9,10,11,12
11235,96976,120454,237567,665733,1617934,2239097,1578068,382925,33340,7411,3655,1

data2/p2p-Gnutella08.txt
c,1
Elapsed time: ,79581.01664996147
total added edges,11163541
n iterations,9
0,1,2,3,4,5,6,7,8
35819,241308,1201972,4552716,4224574,828029,64962,14110,51

