data2/p2p-Gnutella06.txt
Elapsed time: ,21.190399885177612
total added edges,11483
n iterations,19
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
315,79,82,80,100,145,188,405,1204,1481,747,720,1309,1834,1315,583,678,119,99

data2/p2p-Gnutella06.txt
c,8
Elapsed time: ,47.45387411117554
total added edges,22416
n iterations,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
408,160,276,458,804,2203,4453,6642,3458,1124,965,314,146,85,1,134,101,7,190,6,141,109,72,159

data2/p2p-Gnutella06.txt
c,7
Elapsed time: ,23.37043809890747
total added edges,29114
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
693,676,1027,2117,7161,11437,3674,1109,791,257,172

data2/p2p-Gnutella06.txt
c,6
Elapsed time: ,36.4974799156189
total added edges,45275
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
1216,1480,2901,10221,16395,5706,3662,2519,644,472,59

data2/p2p-Gnutella06.txt
c,5
Elapsed time: ,79.77221393585205
total added edges,69104
n iterations,14
0,1,2,3,4,5,6,7,8,9,10,11,12,13
2008,3027,7728,24812,14847,4243,3928,2797,1601,627,716,1646,515,609

data2/p2p-Gnutella06.txt
c,4
Elapsed time: ,189.88320803642273
total added edges,100098
n iterations,19
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3283,6177,22090,34269,9795,5064,5351,3558,2992,1319,830,1932,495,864,9,1184,467,411,8

data2/p2p-Gnutella06.txt
c,3
Elapsed time: ,135703.81396913528
total added edges,12550865
n iterations,19
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5247,11654,41890,33678,35038,45126,85637,145396,314768,789162,1551339,3045100,3635775,2141432,566022,77910,10583,14721,387

data2/p2p-Gnutella06.txt
c,2
Elapsed time: ,172809.7713189125
total added edges,16709267
n iterations,13
0,1,2,3,4,5,6,7,8,9,10,11,12
8676,28983,92479,182636,583194,2197298,5012295,6184444,2251604,144760,17339,6,5553

data2/p2p-Gnutella06.txt
c,50
Elapsed time: ,0.9615018367767334
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,49
Elapsed time: ,0.8065850734710693
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,48
Elapsed time: ,0.836029052734375
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,47
Elapsed time: ,0.8216240406036377
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,46
Elapsed time: ,0.9903907775878906
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,45
Elapsed time: ,0.8582780361175537
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,44
Elapsed time: ,0.8158340454101562
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,43
Elapsed time: ,0.7888550758361816
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,42
Elapsed time: ,0.8317148685455322
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,41
Elapsed time: ,1.5267229080200195
total added edges,2
n iterations,1
0
2

data2/p2p-Gnutella06.txt
c,40
Elapsed time: ,1.5522170066833496
total added edges,3
n iterations,1
0
3

data2/p2p-Gnutella06.txt
c,39
Elapsed time: ,2.243191957473755
total added edges,5
n iterations,2
0,1
3,2

data2/p2p-Gnutella06.txt
c,38
Elapsed time: ,2.2531909942626953
total added edges,6
n iterations,2
0,1
5,1

data2/p2p-Gnutella06.txt
c,37
Elapsed time: ,2.2789249420166016
total added edges,10
n iterations,2
0,1
9,1

data2/p2p-Gnutella06.txt
c,36
Elapsed time: ,2.2321159839630127
total added edges,14
n iterations,2
0,1
13,1

data2/p2p-Gnutella06.txt
c,35
Elapsed time: ,2.1874139308929443
total added edges,16
n iterations,2
0,1
15,1

data2/p2p-Gnutella06.txt
c,34
Elapsed time: ,1.4946439266204834
total added edges,18
n iterations,1
0
18

data2/p2p-Gnutella06.txt
c,33
Elapsed time: ,2.259127140045166
total added edges,22
n iterations,2
0,1
21,1

data2/p2p-Gnutella06.txt
c,32
Elapsed time: ,2.235799789428711
total added edges,28
n iterations,2
0,1
27,1

data2/p2p-Gnutella06.txt
c,31
Elapsed time: ,2.2728769779205322
total added edges,31
n iterations,2
0,1
30,1

data2/p2p-Gnutella06.txt
c,30
Elapsed time: ,2.2180488109588623
total added edges,33
n iterations,2
0,1
32,1

data2/p2p-Gnutella06.txt
c,29
Elapsed time: ,2.3397490978240967
total added edges,35
n iterations,2
0,1
34,1

data2/p2p-Gnutella06.txt
c,28
Elapsed time: ,2.1969518661499023
total added edges,41
n iterations,2
0,1
38,3

data2/p2p-Gnutella06.txt
c,27
Elapsed time: ,2.1966300010681152
total added edges,47
n iterations,2
0,1
44,3

data2/p2p-Gnutella06.txt
c,26
Elapsed time: ,2.239928960800171
total added edges,54
n iterations,2
0,1
52,2

data2/p2p-Gnutella06.txt
c,25
Elapsed time: ,2.9019830226898193
total added edges,65
n iterations,3
0,1,2
59,3,3

data2/p2p-Gnutella06.txt
c,24
Elapsed time: ,2.915132999420166
total added edges,74
n iterations,3
0,1,2
66,7,1

data2/p2p-Gnutella06.txt
c,23
Elapsed time: ,3.631951093673706
total added edges,86
n iterations,4
0,1,2,3
74,9,2,1

data2/p2p-Gnutella06.txt
c,22
Elapsed time: ,2.216359853744507
total added edges,92
n iterations,2
0,1
83,9

data2/p2p-Gnutella06.txt
c,21
Elapsed time: ,2.924299955368042
total added edges,107
n iterations,3
0,1,2
97,8,2

data2/p2p-Gnutella06.txt
c,20
Elapsed time: ,2.2418439388275146
total added edges,119
n iterations,2
0,1
105,14

data2/p2p-Gnutella06.txt
c,19
Elapsed time: ,2.9114859104156494
total added edges,135
n iterations,3
0,1,2
115,18,2

data2/p2p-Gnutella06.txt
c,18
Elapsed time: ,3.801730155944824
total added edges,164
n iterations,4
0,1,2,3
140,17,4,3

data2/p2p-Gnutella06.txt
c,17
Elapsed time: ,3.648658037185669
total added edges,184
n iterations,4
0,1,2,3
150,23,8,3

data2/p2p-Gnutella06.txt
c,16
Elapsed time: ,5.269491910934448
total added edges,206
n iterations,6
0,1,2,3,4,5
171,22,8,3,1,1

data2/p2p-Gnutella06.txt
c,15
Elapsed time: ,5.833153009414673
total added edges,219
n iterations,7
0,1,2,3,4,5,6
184,27,4,1,1,1,1

data2/p2p-Gnutella06.txt
c,14
Elapsed time: ,4.36471700668335
total added edges,238
n iterations,5
0,1,2,3,4
204,26,6,1,1

data2/p2p-Gnutella06.txt
c,13
Elapsed time: ,3.6966419219970703
total added edges,261
n iterations,4
0,1,2,3
224,29,7,1

data2/p2p-Gnutella06.txt
c,12
Elapsed time: ,5.847393989562988
total added edges,302
n iterations,7
0,1,2,3,4,5,6
249,30,10,5,3,2,3

data2/p2p-Gnutella06.txt
c,11
Elapsed time: ,7.287688970565796
total added edges,361
n iterations,9
0,1,2,3,4,5,6,7,8
261,43,20,13,11,7,3,2,1

data2/p2p-Gnutella06.txt
c,10
Elapsed time: ,11.053399085998535
total added edges,463
n iterations,14
0,1,2,3,4,5,6,7,8,9,10,11,12,13
283,55,35,19,14,13,7,10,6,9,6,3,2,1

data2/p2p-Gnutella06.txt
c,9
Elapsed time: ,20.424057960510254
total added edges,11483
n iterations,19
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
315,79,82,80,100,145,188,405,1204,1481,747,720,1309,1834,1315,583,678,119,99

data2/p2p-Gnutella06.txt
c,8
Elapsed time: ,44.23804020881653
total added edges,22416
n iterations,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
408,160,276,458,804,2203,4453,6642,3458,1124,965,314,146,85,1,134,101,7,190,6,141,109,72,159

data2/p2p-Gnutella06.txt
c,7
Elapsed time: ,22.146542072296143
total added edges,29114
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
693,676,1027,2117,7161,11437,3674,1109,791,257,172

data2/p2p-Gnutella06.txt
c,6
Elapsed time: ,33.75560688972473
total added edges,45275
n iterations,11
0,1,2,3,4,5,6,7,8,9,10
1216,1480,2901,10221,16395,5706,3662,2519,644,472,59

data2/p2p-Gnutella06.txt
c,5
Elapsed time: ,72.65535187721252
total added edges,69104
n iterations,14
0,1,2,3,4,5,6,7,8,9,10,11,12,13
2008,3027,7728,24812,14847,4243,3928,2797,1601,627,716,1646,515,609

data2/p2p-Gnutella06.txt
c,4
Elapsed time: ,175.7995331287384
total added edges,100098
n iterations,19
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3283,6177,22090,34269,9795,5064,5351,3558,2992,1319,830,1932,495,864,9,1184,467,411,8

data2/p2p-Gnutella06.txt
c,1
Elapsed time: ,249022.843034029
total added edges,26483076
n iterations,9
0,1,2,3,4,5,6,7,8
19494,122378,1387295,9702001,12567773,2545727,111011,27331,66

